Code,Mfr,Model,Type,Horsepower,Thrust
31502,GREATPLAIN,2276GP,Reciprocating,76,
31503,GREATPLAIN,2276CC,Reciprocating,76,
31532,GE,PASSPRT 20-19,Turbo-fan,,18920
31600,GROB,2500 E 1,Reciprocating,80,
31701,GULF COAST,W670240,Reciprocating,240,
31801,HAPI,60,4 Cycle,60,
31898,HARLEY DAV,TWIN CAM 88B,Reciprocating,80,
32501,HEATH AVN,B4,Reciprocating,25,
32510,HERBRANDSE,DYAD-370 SERI,2 Cycle,65,
33400,HONEYWELL,AS907-2-1G,Turbo-fan,,7765
33401,HONEYWELL,AS907-2-1A,Turbo-fan,,7530
33402,HONEYWELL,AS907-3-1E,Turbo-fan,,7638
33403,HONEYWELL,AS907-2-1S,Turbo-fan,,6826
33501,HILLER,8RJ2B,Reciprocating,4,
33700,SCHEMP HIR,FES-DIS-M100,Electric,30,
33701,HIRTH,HM 504,Reciprocating,100,
33702,HIRTH,3701,2 Cycle,100,
33703,HIRTH,2706,2 Cycle,65,
33704,HIRTH,2704,2 Cycle,40,
33705,HIRTH,FES VEN M100,2 Cycle,31,
33706,HIRTH,3702,2 Cycle,84,
33707,SCHEMP HIR,FES-DUO-M 100,Electric,30,
33710,HIRTH,F10,Reciprocating,26,
33720,HIRTH,F20,Reciprocating,23,
33721,HIRTH,F-23,2 Cycle,50,
33723,HIRTH,2703,2 Cycle,55,
33729,HIRTH,2701,Reciprocating,45,
33730,HIRTH,F30,2 Cycle,80,
33731,HIRTH,3202,2 Cycle,270,
33732,HIRTH,2706,2 Cycle,270,
33733,HIRTH,3203,2 Cycle,65,
33734,HIRTH,3500 SER,Reciprocating,270,
33735,HIRTH,2702,2 Cycle,40,
33736,HIRTH,2705,2 Cycle,65,
33737,HIRTH,F-33,2 Cycle,28,
33738,HIRTH,3003,2 Cycle,110,
33740,HIRTH,4201,2 Cycle,15,
33777,HKS,700E,4 Cycle,60,
33778,HKS,700T,4 Cycle,80,
33795,HONDA,VTECH,4 Cycle,135,
33797,HONDA,GS190,2 Cycle,5,
33798,HONDA,1.5L GDI,4 Cycle,174,
33799,HONDA,VIKING 130,4 Cycle,130,
33800,HONDA,GX-35,4 Cycle,1,
33801,HONDA,J35A,Reciprocating,240,
33802,HONDA,CIVIC,Reciprocating,75,
33803,HONDA,VIKING,Reciprocating,110,
33804,HONDA,J35L6,Reciprocating,245,
33805,HONDA,CX500,Reciprocating,60,
33806,HONEYWELL,TPE331-12JR,Turbo-prop,1000,
33807,HONEYWELL,TPE331-12UA,Turbo-prop,1100,
33808,HONEYWELL,TPE331-12UAR,Turbo-prop,1100,
33809,HONEYWELL,TPE331-12UER,Turbo-prop,1100,
33810,HONEYWELL,TPE331-12UHR,Turbo-prop,1100,
33811,HONEYWELL,TSE331-3U,Turbo-shaft,800,
33812,HONEYWELL,HTS-900,Turbo-shaft,970,
33813,HONEYWELL,TSE36-1,Turbo-shaft,240,
33814,HONEYWELL,T5307A,Turbo-prop,1100,
33815,HONEYWELL,ATF3-6,Turbo-fan,5440,
33816,HONEYWELL,ATF3-6A,Turbo-fan,5440,
33817,HONEYWELL,LTS101-600A-2,Turbo-shaft,615,
33818,HONEYWELL,LTS101-600A-3,Turbo-shaft,615,
33819,HONEYWELL,LTS101-600A3A,Turbo-shaft,650,
33820,HONEYWELL,LTS101-650B-1,Turbo-shaft,550,
33821,HONEYWELL,LTS101-650B1A,Turbo-shaft,600,
33822,HONEYWELL,LTS101-650C-2,Turbo-shaft,628,
33823,HONEYWELL,LTS101-650C-3,Turbo-shaft,630,
33824,HONEYWELL,LTS101-650C3A,Turbo-shaft,630,
33825,HONEYWELL,LTS101-700D-2,Turbo-shaft,732,
33826,HONEYWELL,LTS101-750B-1,Turbo-shaft,550,
33827,HONEYWELL,LTS101-750B-2,Turbo-shaft,690,
33828,HONEYWELL,LTS101-750C-1,Turbo-shaft,684,
33829,HONEYWELL,LTS101-850B-2,Turbo-shaft,780,
33830,HONEYWELL,TFE731-2,Turbo-fan,,3500
33831,HONEYWELL,TFE731-2A,Turbo-fan,,3600
33832,HONEYWELL,TFE731-2B,Turbo-fan,,3500
33833,HONEYWELL,TFE731-2BR,Turbo-fan,,3650
33834,HONEYWELL,TFE731-2C,Turbo-fan,,3500
33835,HONEYWELL,TFE731-3,Turbo-fan,,3700
33836,HONEYWELL,TFE731-3R,Turbo-fan,,3880
33837,HONEYWELL,TFE731-3A,Turbo-fan,,3700
33838,HONEYWELL,TFE731-3AR,Turbo-fan,,3880
33839,HONEYWELL,TFE731-3B,Turbo-fan,,3650
33840,HONEYWELL,TFE731-3BR,Turbo-fan,,3850
33841,HONEYWELL,TFE731-3C,Turbo-fan,,3700
33842,HONEYWELL,TFE731-3CR,Turbo-fan,,3880
33843,HONEYWELL,TFE731-3D,Turbo-fan,,3700
33844,HONEYWELL,TFE731-3DR,Turbo-fan,,3880
33845,HONEYWELL,TFE731-4,Turbo-fan,,4080
33846,HONEYWELL,TFE731-4R,Turbo-fan,,4080
33847,HONEYWELL,TFE731-5,Turbo-fan,,4304
33848,HONEYWELL,TFE731-5A,Turbo-fan,,4500
33849,HONEYWELL,TFE731-5AR,Turbo-fan,,4500
33850,HONEYWELL,TFE731-5B,Turbo-fan,,4750
33851,HONEYWELL,TFE731-5BR,Turbo-fan,,4750
33852,HONEYWELL,TFE731-5R,Turbo-fan,,4500
33853,HONEYWELL,LTP101-600,Turbo-prop,599,
33854,HONEYWELL,LTP101-600A,Turbo-prop,599,
33855,HONEYWELL,LTP101-600A1A,Turbo-prop,599,
33856,HONEYWELL,LTP101-700A1A,Turbo-prop,671,
33857,HONEYWELL,T5313B,Turbo-shaft,1400,
33858,HONEYWELL,T5317A,Turbo-shaft,1500,
33859,HONEYWELL,T5317A-1,Turbo-shaft,1500,
33860,HONEYWELL,T5317B,Turbo-shaft,1500,
33861,HONEYWELL,TPE331-14A,Turbo-prop,1250,
33862,HONEYWELL,TPE331-14B,Turbo-prop,1250,
33863,HONEYWELL,TPE331-14F,Turbo-prop,1250,
33864,HONEYWELL,TPE331-14GR,Turbo-prop,1650,
33865,HONEYWELL,TPE331-14HR,Turbo-prop,1650,
33866,HONEYWELL,TPE331-15AW,Turbo-prop,1645,
33867,HONEYWELL,ALF502L,Turbo-fan,,7500
33868,HONEYWELL,ALF502L-2,Turbo-fan,,7500
33869,HONEYWELL,ALF502L-2A,Turbo-fan,,7500
33870,HONEYWELL,ALF502L-2C,Turbo-fan,,7500
33871,HONEYWELL,ALF502L-3,Turbo-fan,,7500
33872,HONEYWELL,ALF502R-3,Turbo-fan,,6700
33873,HONEYWELL,ALF502R-3A,Turbo-fan,,6970
33874,HONEYWELL,ALF502R-4,Turbo-fan,,6970
33875,HONEYWELL,ALF502R-5,Turbo-fan,,6970
33876,HONEYWELL,ALF502R-6,Turbo-fan,,7500
33877,HONEYWELL,ALF507-1H,Turbo-fan,,7000
33878,HONEYWELL,ALF507-1F,Turbo-fan,,7000
33879,HONEYWELL,TFE731-2-3B,Turbo-fan,,3650
33880,HONEYWELL,TFE-731-5BR1H,Turbo-fan,,4750
33881,HONEYWELL,HTF7000,Turbo-fan,,6500
33882,HONEYWELL,T53-L-703,Turbo-shaft,1500,
33883,HONEYWELL,T53-L13B,Turbo-shaft,1100,
33884,HONEYWELL,F-124-GA-100,Turbo-fan,,6280
33885,HONEYWELL,TFE731-3R-1H,Turbo-fan,,3700
33886,HONEYWELL,T55-GA-714A,Turbo-shaft,,4860
33888,HONEYWELL,TFE-731,Turbo-fan,,4000
33889,HONEYWELL,55-L-714A,Turbo-shaft,4115,
33898,HONEYWELL,TFE731-5BR-1C,Turbo-fan,,4750
33899,HONEYWELL,TPE331-10 SER,Turbo-prop,940,
33900,HONEYWELL,ALF 502 SER,Turbo-jet,7500,
33901,HONEYWELL,T-55-L714A,Turbo-shaft,4867,
33902,HONEYWELL,TFE-731-SER,Turbo-fan,,4000
33903,HONEYWELL,AL5512,Turbo-shaft,4075,
33904,HONEYWELL,LTS101-600 SR,Turbo-shaft,650,
33905,HONEYWELL,TFE731-5BR-2C,Turbo-fan,,4750
33906,HONEYWELL,CFE 738-1-1B,Turbo-fan,2800,
33907,HONEYWELL,T5317 SER,Turbo-shaft,1500,
33908,HONEYWELL,AS907-1-1A,Turbo-fan,,6944
33909,HONEYWELL,TPE331-SER,Turbo-prop,2650,
33910,HONEYWELL,TPE-331-10UG,Turbo-prop,940,
33911,HONEYWELL,T5309A,Turbo-shaft,1100,
33912,HONEYWELL,T5309B,Turbo-shaft,1100,
33913,HONEYWELL,T5309C,Turbo-shaft,1100,
33914,HONEYWELL,T5311A,Turbo-shaft,1100,
33915,HONEYWELL,HTS-900-2,Turbo-shaft,925,
33916,HONEYWELL,TFE731-3-1C,Turbo-fan,,3700
33917,HONEYWELL,TFE731-20,Turbo-fan,,3500
33918,HONEYWELL,TFE731-20AR,Turbo-fan,,3650
33919,HONEYWELL,TFE731-20BR,Turbo-fan,,3650
33920,HONEYWELL,TFE731-20R,Turbo-fan,,3650
33921,HONEYWELL,TFE731-40,Turbo-fan,,4250
33922,HONEYWELL,TFE731-40R,Turbo-fan,,4462
33923,HONEYWELL,TFE731-40AR,Turbo-fan,,4420
33924,HONEYWELL,TFE731-60,Turbo-fan,,5000
33925,HONEYWELL,LTC1B-1,Turbo-shaft,860,
33926,HONEYWELL,TPE331-25A,Turbo-prop,575,
33927,HONEYWELL,TPE331-25AA,Turbo-prop,575,
33928,HONEYWELL,TPE331-25B,Turbo-prop,575,
33929,HONEYWELL,TFE731-60-1C,Turbo-fan,,4525
33930,HONEYWELL,TPE331-25C,Turbo-prop,575,
33931,HONEYWELL,TPE331-25D,Turbo-prop,575,
33932,HONEYWELL,TPE331-25DA,Turbo-prop,575,
33933,HONEYWELL,TPE331-25DB,Turbo-prop,575,
33934,HONEYWELL,TPE331-25E,Turbo-prop,575,
33935,HONEYWELL,TPE331-25F,Turbo-prop,575,
33936,HONEYWELL,TPE331-25FA,Turbo-prop,575,
33937,HONEYWELL,TPE331-29A,Turbo-prop,575,
33938,HONEYWELL,TPE331-43,Turbo-prop,575,
33939,HONEYWELL,TPE331-43-B,Turbo-prop,575,
33940,HONEYWELL,TFE731-50R,Turbo-fan,,5000
33941,HONEYWELL,TPE331-45,Turbo-prop,575,
33942,HONEYWELL,TPE331-47,Turbo-prop,575,
33943,HONEYWELL,TPE331-47-A,Turbo-prop,575,
33944,HONEYWELL,TPE331-47-B,Turbo-prop,575,
33945,HONEYWELL,TPE331-51,Turbo-prop,575,
33946,HONEYWELL,TPE331-55,Turbo-prop,575,
33947,HONEYWELL,TPE331-55-A,Turbo-prop,575,
33948,HONEYWELL,TPE331-55-B,Turbo-prop,575,
33949,HONEYWELL,TPE331-57,Turbo-prop,575,
33950,HONEYWELL,TPE331-57-B,Turbo-prop,575,
33951,HONEYWELL,TPE331-61,Turbo-prop,575,
33952,HONEYWELL,TPE331-61-A,Turbo-prop,575,
33953,HONEYWELL,TPE331-1,Turbo-prop,665,
33954,HONEYWELL,TPE331-1U,Turbo-prop,665,
33955,HONEYWELL,TPE331-1UA,Turbo-prop,665,
33956,HONEYWELL,TPE331-2,Turbo-prop,715,
33957,HONEYWELL,TPE331-2U,Turbo-prop,715,
33958,HONEYWELL,TPE331-2UA,Turbo-prop,715,
33959,HONEYWELL,T5508D,Turbo-shaft,2250,
33960,HONEYWELL,TPE331-3,Turbo-prop,840,
33961,HONEYWELL,TPE331-3U,Turbo-prop,840,
33962,HONEYWELL,TPE331-3UW,Turbo-prop,840,
33963,HONEYWELL,TPE331-3W,Turbo-prop,840,
33964,HONEYWELL,TPE331-10UA,Turbo-prop,840,
33965,HONEYWELL,TPE331-5,Turbo-prop,776,
33966,HONEYWELL,TPE331-5A,Turbo-prop,840,
33967,HONEYWELL,TYPE331-5AB,Turbo-prop,840,
33968,HONEYWELL,TPE331-5B,Turbo-prop,776,
33969,HONEYWELL,TPE331-5U,Turbo-prop,776,
33970,HONEYWELL,TPE331-6,Turbo-prop,750,
33971,HONEYWELL,TPE331-6A,Turbo-prop,750,
33972,HONEYWELL,TPE331-6U,Turbo-prop,750,
33973,HONEYWELL,TPE331-8,Turbo-prop,715,
33974,HONEYWELL,TPE331-8A,Turbo-prop,715,
33975,HONEYWELL,TPE331-9,Turbo-prop,865,
33976,HONEYWELL,TPE331-9U,Turbo-prop,865,
33977,HONEYWELL,TPE331-10,Turbo-prop,940,
33978,HONEYWELL,TPE331-10A,Turbo-prop,940,
33979,HONEYWELL,TPE331-10AV,Turbo-prop,750,
33980,HONEYWELL,TPE331-10B,Turbo-prop,940,
33981,HONEYWELL,TPE331-10G,Turbo-prop,940,
33982,HONEYWELL,TPE331-10GP,Turbo-prop,840,
33983,HONEYWELL,TPE331-10GR,Turbo-prop,940,
33984,HONEYWELL,TPE331-10GT,Turbo-prop,840,
33985,HONEYWELL,TPE331-10J,Turbo-prop,1000,
33986,HONEYWELL,TPE331-10N,Turbo-prop,715,
33987,HONEYWELL,TPE331-10P,Turbo-prop,776,
33988,HONEYWELL,TPE331-10R,Turbo-prop,940,
33989,HONEYWELL,TPE331-10T,Turbo-prop,776,
33990,HONEYWELL,TPE331-10U,Turbo-prop,940,
33991,HONEYWELL,TPE331-10UF,Turbo-prop,940,
33992,HONEYWELL,TPE331-10UGR,Turbo-prop,940,
33993,HONEYWELL,TPE331-10UJ,Turbo-prop,1000,
33994,HONEYWELL,TPE331-10UK,Turbo-prop,1000,
33995,HONEYWELL,TPE331-10UR,Turbo-prop,940,
33996,HONEYWELL,TPE331-11U,Turbo-prop,1000,
33997,HONEYWELL,TPE331-11UA,Turbo-prop,1000,
33998,HONEYWELL,TPE331-12,Turbo-prop,940,
33999,HONEYWELL,TPE331-12B,Turbo-prop,1100,
34000,HONEYWELL,TFE73140AR200,Turbo-fan,,4420
34001,HONEYWELL,TFE731-40BR-1,Turbo-fan,,3850
34002,HONEYWELL,TFE731-40BR1B,Turbo-fan,,3850
34003,HONEYWELL,F124,Turbo-fan,,6280
34004,HONEYWELL,HTF7350,Turbo-fan,,7323
34005,HONEYWELL,TPE331-101Z,Turbo-prop,705,
34006,HONEYWELL,T5313L,Turbo-shaft,1500,
34007,HISPANO,E,Reciprocating,180,
34200,HOUSAI,6JIA,Reciprocating,285,
34201,HOUSAI,HS6A,Reciprocating,285,
34250,HUMMEL,2180,Reciprocating,76,
34251,HUMMEL,VW 2.4L,4 Cycle,85,
34253,HUMMEL,1/2 VW,2 Cycle,45,
34550,IAE,PW1127G-JM,Turbo-fan,,26345
34551,IAE,PW1127GA-JM,Turbo-fan,,26345
34598,IAE,PW1133GA-JM,Turbo-fan,,33110
34599,IAE,V2500E-A5,Turbo-fan,,31330
34600,IAE,PW1133G-JM,Turbo-fan,,33110
34601,IAE,V2500SERIES,Turbo-jet,,25000
34602,IAE,V2500-A1,Turbo-fan,,24800
34603,IAE,V2530-A5,Turbo-fan,,29900
34604,IAE,V2527-A5,Turbo-fan,,24800
34605,IAE,V2527E-A5,Turbo-fan,,24800
34606,IAE,V2527M-A5,Turbo-fan,,24800
34607,IAE,V2522-A5,Turbo-fan,,23040
34608,IAE,V2524-A5,Turbo-fan,,24480
34609,IAE,V2528-D5,Turbo-fan,,28000
34610,IAE,V2525-D5,Turbo-fan,,25000
34611,IAE,V2533-A5,Turbo-fan,,31600
34612,IAE,V2522-A5,Turbo-jet,,23040
34613,IAE,50R-AA,Rotary,56,
34699,INNTEC,800,2 Cycle,85,
34701,IVCHENKO,AI-14R,Reciprocating,260,
34702,IVCHENKO,AL-25SERIES,Turbo-fan,330,
34703,IVCHENKO,AI-25TL,Turbo-fan,,3792
34800,JABIRU,2200,4 Cycle,85,
34801,JABIRU,3300,4 Cycle,120,
34802,JABIRU,3300,Reciprocating,120,
34803,JABIRU,2200A,4 Cycle,85,
34804,JABIRU,3300A,4 Cycle,120,
34805,JABIRU,5100,4 Cycle,170,
34811,JABIRU,3300L,4 Cycle,120,
35001,JACOBS,LA1,Reciprocating,170,
35002,JACOBS,L3,Reciprocating,55,
35003,JACOBS,L4 /R755-7,Reciprocating,245,
35004,JACOBS,L5,Reciprocating,285,
35005,JACOBS,L6,Reciprocating,330,
35006,JACOBS,R755A SERIES,Reciprocating,300,
35007,JACOBS,R755B SERIES,Reciprocating,275,
35008,JACOBS,R755E SERIES,Reciprocating,350,
35009,JACOBS,R-755-7,Reciprocating,225,
35010,JACOBS,R-755SM,Reciprocating,350,
35011,JACOBS,R-755S,Reciprocating,350,
35012,JACOBS,L-6M,Reciprocating,330,
35013,JACOBS,L-6MA,Reciprocating,330,
35014,JACOBS,L-6MB,Reciprocating,330,
35015,JACOBS,L-3MBA,Reciprocating,330,
35016,JACOBS,L-5M,Reciprocating,285,
35017,JACOBS,L-5MB,Reciprocating,285,
35018,JACOBS,R-755A1,Reciprocating,300,
35019,JACOBS,R-755A2,Reciprocating,300,
35020,JACOBS,R-755A2M,Reciprocating,300,
35021,JACOBS,R-755A2M1,Reciprocating,300,
35022,JACOBS,R-755B1,Reciprocating,275,
35023,JACOBS,R-755B2,Reciprocating,275,
35024,JACOBS,R-755B2M,Reciprocating,275,
35025,JACOBS,R-755E,Reciprocating,350,
35026,JACOBS,L-4,Reciprocating,245,
35027,JACOBS,L-4M,Reciprocating,245,
35028,JACOBS,L-4MA,Reciprocating,245,
35029,JACOBS,L-4MA7,Reciprocating,245,
35030,JACOBS,L-4MB,Reciprocating,245,
35031,JACOBS,R-755,Reciprocating,225,
35500,KAWASAKI,ALL MDLS A/B,Reciprocating,,
36400,JETCAT,SPT5,Turbo-prop,,55
36401,JETCAT,SPH5,Turbo-prop,11,
36402,JETCAT,MP-200,Turbo-jet,,52
36405,JETCAT,C81,Turbo-jet,,81
36440,HACKER,A60-18L,Electric,1,
36441,HACKER,Q150 SERIES,Electric,16,
36442,HACKER,Q80-7M V2,Electric,1,
36501,KEIKHAFER,MK55,Reciprocating,40,
37001,KEN ROYCE,7 SERIES,Reciprocating,120,
37002,KEN ROYCE,90-5 SERIES,Reciprocating,90,
37003,KEN ROYCE,90 5G,Reciprocating,90,
37004,KEN ROYCE,7F,Reciprocating,120,
37005,KEN ROYCE,7G,Reciprocating,120,
37006,KEN ROYCE,85 5F,Reciprocating,85,
37007,KEN ROYCE,85 5DF,Reciprocating,85,
37008,KEN ROYCE,90 5F,Reciprocating,90,
37009,KEN ROYCE,110 7DF,Reciprocating,110,
37501,KINNER,B5 SERIES,Reciprocating,125,
37503,KINNER,K5 SERIES,Reciprocating,100,
37504,KINNER,R5 SERIES,Reciprocating,160,
37595,ISOTOV,GTD-350,Turbo-shaft,395,
37596,KLEINMOTOR,SOLO 2350 SER,2 Cycle,29,
37600,KLIMOV,VK-1A,Turbo-jet,5950,
37601,KLIMOV,VK-1F,Turbo-jet,,5955
37602,KLIMOV,TB3-117BM,Turbo-shaft,2000,
37603,KLIMOV,TV3-117VM,Turbo-shaft,2000,
37650,KONIG,SD 570,2 Cycle,28,
37700,KONTRONIK,KORA 25-10,Electric,1,
38501,LAMBERT,R266,Reciprocating,90,
38502,SUBARU,EJ-25,4 Cycle,165,
38590,LIBERTY,V-12,Reciprocating,400,
38601,LIMBACH,LIMBACH L2000,4 Cycle,80,
38602,LIMBACH,1700E,Reciprocating,68,
38603,LIMBACH,L2400,4 Cycle,87,
38604,LIMBACH,L2000 EB 1.A,Reciprocating,80,
38801,LAWRENCE,3 CYL,Reciprocating,60,
39101,LEBLOND,70 SERIES,Reciprocating,70,
39102,LEBLOND,85 SERIES,Reciprocating,85,
39103,LEBLOND,90 SERIES,Reciprocating,90,
39501,LENAPE,AR3-160,Reciprocating,50,
39506,LENAPE,LM5,Reciprocating,95,
40001,LERHONE,TYPE C,Reciprocating,80,
40002,LERHONE,TYPE J,Reciprocating,110,
40501,SKYDYNAMIC,AEIO-360-EXP,Reciprocating,180,
40701,LINCOLN,LIBERTY-12,Reciprocating,400,
40800,LOM,M332,Reciprocating,140,
40801,LOM,M137A,Reciprocating,180,
40802,LOM,M132A,Reciprocating,120,
40803,LOM,M332AK,Reciprocating,138,
40891,LYCOMING,IO-360-M1A,4 Cycle,180,
40999,LYCOMING,TIO-540-AE2A,Turbo-prop,350,
41000,LYCOMING,XLIO-360A1B,Reciprocating,200,
41010,LYCOMING,XLO-360 SERIE,Reciprocating,200,
41220,LYCOMING,T53-L-13B,Turbo-shaft,1400,
41400,LYCOMING,O-390 SERIES,Reciprocating,210,
41450,LYCOMING,XIO-390-A3B6,4 Cycle,210,
41451,LYCOMING,XIO-390 SERIE,Reciprocating,210,
41455,LYCOMING,XIO-360 SERIE,Reciprocating,180,
41460,LYCOMING,X(I)O 320,4 Cycle,160,
41462,LYCOMING,XIO-540 SERIE,Reciprocating,260,
41465,LYCOMING,CC363I,Reciprocating,186,
41466,LYCOMING,340 SERIES,4 Cycle,170,
41498,LYCOMING,0-540-JIA5D,Reciprocating,230,
41499,LYCOMING,0-360 SERIES,Reciprocating,180,
41500,LYCOMING,AEIO-320 SER,Reciprocating,160,
41501,LYCOMING,0-145A SERIES,Reciprocating,55,
41502,LYCOMING,0-145B SERIES,Reciprocating,65,
41503,LYCOMING,O&GO-145C SER,Reciprocating,75,
41504,LYCOMING,0-360-A1D,Reciprocating,180,
41505,LYCOMING,0-235 SERIES,4 Cycle,115,
41506,LYCOMING,0-290 SERIES,4 Cycle,140,
41507,LYCOMING,125,Reciprocating,125,
41508,LYCOMING,0-320 SERIES,Reciprocating,180,
41509,LYCOMING,IO-320 SERIES,Reciprocating,150,
41510,LYCOMING,0-340 SERIES,Reciprocating,170,
41511,LYCOMING,I0360 SER A&C,Reciprocating,200,
41512,LYCOMING,0-350 SERIES,Reciprocating,150,
41513,LYCOMING,HO-360,Reciprocating,180,
41514,LYCOMING,O&VO-360 SER,Reciprocating,180,
41515,LYCOMING,I0360 SER,Reciprocating,180,
41516,LYCOMING,0-435,Reciprocating,175,
41517,LYCOMING,0-435A/0-435C,Reciprocating,190,
41518,LYCOMING,0-435A2-KSER,Reciprocating,225,
41519,LYCOMING,0-435B,Reciprocating,235,
41520,LYCOMING,GO-435,Reciprocating,210,
41521,LYCOMING,GO-435C&D SER,Reciprocating,260,
41522,LYCOMING,AEIO-360 SER,Reciprocating,180,
41523,LYCOMING,GSO-435 SERIE,Reciprocating,300,
41524,LYCOMING,HIO-360 SER,Reciprocating,205,
41525,LYCOMING,VO-435 SERIES,Reciprocating,260,
41526,LYCOMING,TVO-435-GIA,Turbo-prop,280,
41527,LYCOMING,GO-480 SERIES,Reciprocating,295,
41528,LYCOMING,T0-360 SER,Reciprocating,210,
41529,LYCOMING,GSO&IGSO-480,Reciprocating,340,
41530,LYCOMING,IO-540 SER,Reciprocating,300,
41531,LYCOMING,0-540F1 SERIE,Reciprocating,260,
41532,LYCOMING,0-540 SERIES,Reciprocating,250,
41533,LYCOMING,TI0-540 SER,Turbo-prop,310,
41534,LYCOMING,VO-540 SERIES,Reciprocating,310,
41535,LYCOMING,IGSO-540-B1A,Reciprocating,380,
41536,LYCOMING,TI0-541 SER,Reciprocating,310,
41537,LYCOMING,GSO-580 SER,Reciprocating,400,
41538,LYCOMING,IGO-540-B1A,Reciprocating,350,
41539,LYCOMING,TIGO-541SER,Reciprocating,400,
41540,LYCOMING,R680,Reciprocating,215,
41541,LYCOMING,R680-2-B2-BA,Reciprocating,240,
41542,LYCOMING,R680-4P-B4,Reciprocating,225,
41543,LYCOMING,R680-5-B5-D5,Reciprocating,260,
41544,LYCOMING,R680-6B6-D6,Reciprocating,245,
41545,LYCOMING,R680E SERIES,Reciprocating,300,
41546,LYCOMING,IO-720,Reciprocating,400,
41547,LYCOMING,11A,Turbo-shaft,2650,
41548,LYCOMING,0-550-J3A5D,Reciprocating,250,
41549,LYCOMING,T-53 SERIES,Reciprocating,1150,
41550,LYCOMING,YT55-L-9,Turbo-shaft,2650,
41551,LYCOMING,T53-L-13,Turbo-shaft,1400,
41552,LYCOMING,T-53,Turbo-shaft,1150,
41553,LYCOMING,HI0-360 SER,Turbo-shaft,205,
41554,LYCOMING,T-55 SER TP,Turbo-prop,2650,
41555,LYCOMING,T-55 SER TS,Turbo-shaft,2650,
41556,LYCOMING,LTC4B-8D,Turbo-shaft,2650,
41557,LYCOMING,T53L-703,Turbo-shaft,1400,
41558,LYCOMING,I0-360 SER,Turbo-shaft,200,
41559,LYCOMING,I0-360-B1E,Reciprocating,180,
41560,LYCOMING,LTS-101 SER,Turbo-shaft,317,
41561,LYCOMING,TSIO-360SER,Turbo-prop,215,
41562,LYCOMING,LTS 101 600A,Turbo-shaft,592,
41563,LYCOMING,L-540-T4B5,Reciprocating,260,
41564,LYCOMING,LTS-750-B-1,Turbo-shaft,461,
41565,LYCOMING,LTP 101-600,Turbo-prop,599,
41566,LYCOMING,LTP101-600A,Reciprocating,599,
41567,LYCOMING,AEIO-320 SER,Reciprocating,150,
41568,LYCOMING,AEIO-540 SER,Reciprocating,260,
41569,LYCOMING,TIO 540 SER,Reciprocating,250,
41570,LYCOMING,R-1820 SER,Reciprocating,1300,
41571,LYCOMING,R-1820 SER,Turbo-prop,1300,
41572,LYCOMING,TIO-360 SER,Reciprocating,282,
41573,LYCOMING,0-360-C1F,Reciprocating,200,
41574,LYCOMING,T53-L-11D,Turbo-shaft,1100,
41575,LYCOMING,O-360 SERIES,Reciprocating,180,
41576,LYCOMING,IO-360-A1B6,Reciprocating,200,
41577,LYCOMING,LIO-360-CIE6,Reciprocating,200,
41578,LYCOMING,T53-L-701,Turbo-prop,1400,
41579,LYCOMING,0-360-E2D,Reciprocating,150,
41580,LYCOMING,ALF-502 SER.,Turbo-jet,7500,
41581,LYCOMING,AL5512,Turbo-shaft,4075,
41582,LYCOMING,VO-540 SER,Turbo-shaft,305,
41583,LYCOMING,AL503 SER,Turbo-jet,7500,
41584,LYCOMING,IO-520 SER,Reciprocating,285,
41585,LYCOMING,IO 540 SER,Reciprocating,260,
41586,LYCOMING,YO-360-A1A,4 Cycle,180,
41587,LYCOMING,T-53 SER,Turbo-prop,1150,
41588,LYCOMING,0-360-C1A,Reciprocating,180,
41589,LYCOMING,ALF502L,Turbo-fan,,7500
41590,AVRO,ALF 507-1F,Turbo-jet,7500,
41591,LYCOMING,0-360-C4F,Reciprocating,180,
41592,LYCOMING,LTC1K-4K,Turbo-shaft,1550,
41593,LYCOMING,IO-360-A1B6D,Reciprocating,200,
41594,LYCOMING,O-360-A1A,4 Cycle,180,
41595,LYCOMING,O-320-D2J,Reciprocating,160,
41596,LYCOMING,I0-360-ES,Reciprocating,210,
41597,LYCOMING,IO-360-L2A,Reciprocating,180,
41598,LYCOMING,IO-540-K1G5D,Reciprocating,300,
41599,LYCOMING,(L)TO 360 SER,Turbo-prop,180,
41600,LYCOMING,0-30-A1P,Reciprocating,180,
41601,LYCOMING,AEIO-360 SER,Reciprocating,180,
41602,LYCOMING,IO-390-A1A6,Reciprocating,210,
41603,LYCOMING,T5309A,Turbo-shaft,1100,
41604,LYCOMING,T5309B,Turbo-shaft,1100,
41605,LYCOMING,T5309C,Turbo-shaft,1100,
41606,LYCOMING,T5311A,Turbo-shaft,1100,
41607,LYCOMING,T5311B,Turbo-shaft,1100,
41608,LYCOMING,LTC1B-1,Turbo-shaft,860,
41609,LYCOMING,T5508D,Turbo-shaft,2250,
41610,LYCOMING,T5307A,Turbo-prop,1100,
41611,LYCOMING,LTP101-600A1A,Turbo-prop,599,
41612,LYCOMING,LTP101-700A1A,Turbo-prop,671,
41613,LYCOMING,T5313B,Turbo-shaft,1400,
41614,LYCOMING,T5317A,Turbo-shaft,1500,
41615,LYCOMING,T5317A-1,Turbo-shaft,1500,
41616,LYCOMING,T5317B,Turbo-shaft,1500,
